Id,Label,Comment
2714,0,Những team vcs khác bây h tụi nó tập trung đánh mid rừng thì gam mệt
2715,1,haizz nhucj
2716,0,Về nước time
2717,0,"Hiểu cái cảm giác cả khu vực đặt nhiều kì vòng, đồng đội thì ai cx choke, e sang kì này chắc phải gánh 200% công lực, lúc cuối thấy rưng rưng nc mắt là bất lực thế nào r"
2718,0,Kiyaya gaming
2719,0,Cảm ơn là tốt . Ko cần hứa chúng tôi cần kết quả
2720,2,Giải thể mẹ đi
2721,0,Cái câu trở lại và cố gắng nhai lại bao năm roòi
2722,0,"Các team khác đi tiếp thì thực lực chỉ có vậy, GAM đánh 2 trận xong về vì GAM thích thế "
2723,2,sắp khóc tới nơi cmnr kìa
2724,0,VCS năm nay yếu hơn so với các khu vực Wildcard khác nên việc thua các đội khác là điều đương nhiên rồi.
2725,1,đánh thì ngu đòi đại diện đi msi
2726,1,"Bớt cái thói gáy khinh thường đối thủ lại, tư duy chiến thuật đã ngu lại còn thích đánh macro! Trước hết nên biết mình ở đâu, nói được thì làm được chứ đừng gáy xong r ở đó đánh như thk đần"
2727,1,Đánh tệ vl 
2728,1,cút  bẩn mắt quá
2729,0,"Đánh như xếp hạng, ranh giới giữa tuyển thủ và tuyển thủ chuyên nghiệp còn cách xa lắm"
2730,0,"Trở lại đâu thì k nói, thôi tốt nhất là nên ở ao làng mà tự sướng chứ ra quốc tế tn thì năm sau khỏi có suất tktg."
2731,1,Ếch ngồi đáy giếng thế
2732,0,Hai trận r gam cố lấy lại tinh thần nào
2733,0,Thay sp được k 1 th sp chắp vá từ ad tầm đáy sang làm sp thì đánh kiểu gì h 
2734,0,Thua cả wc
2735,1,Đúng ễch ngồi đáy giếng chứ chả có gì … 
2736,0,"GAM sẽ trở lại, trở về quê hương sớm nhất giải"
2737,0,Se kiaya
2738,1,phiên bản VCS bẩn mắt thiếu chuyên nghiệp nhất từ trước tới giờ
2739,0,hay ròi về vòng gửi xe là hay ròi
2740,0,Kati vs style đánh thế thì chịu...Kati thì tâm lý còn thằng Style thì đánh ko ra được 1 tuyển thủ chuyên nghiệp lun... dở chưa từng thấy!!
2741,0,Bất bại để làm gì. Bây h nhìn vào thành tích 17-0 mà ra quốc tế thua thế này càng nhục hơn
2742,0,ra thế giới GAM < SGB 
2743,0,Đánh vài tướng không hiệu quả mà cứ pick hoài
2744,0,Viễn cảnh sau khi MSI về:
2745,0,Thank you Hankay
2746,0,TK bỏ ra 2-3 tỷ mời SOFM … 
2747,0,"Slayder thì hơi khó rồi, mua Shogun về gấp đi"
2748,0,"nay 3 game là tốt rùi , năm sau đánh wildcard là đẹp"
2749,2,"Nói thì sợ bị fan gân đàm chửi, chứ nhìn thằng ngu kati với th style ra thế giới đánh xem bẩn mắt vcl, th style ở vcs đi lane có hơn được ai đâu mà tụi gân đàm vẫn kêu xạ thủ số 1 vcs thì chịu"
2750,0,Làm lại nài
2751,0,Chúa tể lót đường
2752,1,Về sút vào mồm mấy đội VCS cũng đc 
2753,1,Coi đánh rank con hay hơn 5 thằng ngu này đánh
2754,0,Ngạo Nghễ khi style E thẳng về nước
2755,1,Ngu thì về. Về biết điều thì nên giải tán cho bớt nhục
2756,0,"Thui, về nghỉ ngơi dc rồi các e"
2757,1,"Đánh thua cả wildcard, bạc nhược, yếu kém, Gam và VCS chính thức cút xuống hạng khu vực yếu nhất của lmht "
2758,0,Làm tốt rồi
2759,0,GAM Glory nhanh và luôn
2760,1,"CHÚ BÉ ĐẦN KATI, BỘ ĐÔI GÃY VAI KYAYA + ""LỲ VAI"" VÀ 2 CON CREEP BOT.. :""..Từ thời optimus thấy mỗi Atifact có tố chất gánh team mà xuống phong độ nhanh quá.."
2761,0,"Ai mua lại GAM rồi thay máu đi
, để chủ sở hữu này thì còn mất mặt dài dài ."
2762,1,nhà cái đưa các a bao tiền vậy
2763,1,hay các a đánh ngu thật
2764,0,"Cố lên , khoảng thời gian tới cố gắng tập luyện, hẹn nhau ở CKTG, GAMTIME"
2765,1,Bể tướng như cái lu bể 
2766,0,Gam thàm
2767,0,Chúc mừng GAM lại là seed 1 đầu tiên chắc suất về nước ở giải quốc tế.
2768,1,Thằng nào đánh ko tốt cho cút luôn
2769,2,mọi người đừng nói là 3ti hay 3style nữa nói như thế là đang sỉ nhục anh ba đấy đến anh ba cũng đéo đánh ngu thế đâu.3 ván để nó pick xayah đè đường tụt ca lol.mà vẫn vác zeri ra đc cũng đến chịu hlv ban pick.
2770,1,cái mid vs ad đánh dốt quá
2771,1,"Phải nói GAM CON hiện nay là cái đít của mọi loại fan, vừa có tiếng xấu, không có tiền, không có quyền lại vừa bị xã hội khinh rẻ."
2772,0,"Thằng em mình sn 96 học bách khoa cơ khí trước fan G2 rẽ ngang sang làm GAM CON, vừa làm được vài tháng đã thấy cuộc đời… "
2773,0,"k có acc hàn thì train kiểu gì, kati cũng đã cố gắng hết sức rồi, bất bại ở vn chứ có phải ở london đâu mà đòi thắng mãi, R7 cũng k phải đội yếu, giỏi thì vào mà đánh"
2774,0,"TK Nguyễn nói sẽ đưa Gam cũng như nền lmht VN đi lên, tạo ra nhiều giá trị cho fan lol Việt Nam. Vâng và giờ Gam thua cả đội thuộc WC , VCS về điểm xuất phát như trước 2017 ."
2775,0,Đợi sau mùa hè GAM trở lại CKTG và mạnh hơn. Cố lênnnnnnnnnnnnn
2776,2,Đánh như thế thì cút nhường cho bọn trẻ nó thể hiện đánh như cc mà đòi có cơ hội khác rồi VCS mất slot ở cktg vs msi để cút luôn à
2777,0,Thấy tội cho a TK. Đầu tư bao nhiêu mà chưa thu đc mấy trên trg qte
2778,0,thôi đủ rồi  chịu chịu
2779,0,Các bạn đã làm rất tốt
2780,2,Xin đừng trở lại. Gam cook luôn đi cho nước nó trong. Rác thực sự #gamtimecaimaulol
2781,0,M cười 
2782,1,thứ thua cả wildcard
2783,0,Yêu cầu đổi ad hoặc là thằng style phải luyện mấy con ad khác.Đánh 1 con thì nó bắt bài vl
2784,1,5chú bé đần
2785,0,lấy kinh nghiệm đi TG để có cái gì đó gọi là đi để học hỏi nàoooooo
2786,0,"Nên cho Play cool ra sân mùa sau nhiều hơn đi, cho dù thua 1 2 trận cũng ko sao, miễn sao có vé đi quốc tế là dc rồi. Chứ ham cái bất bại ko dám thử nghiệm thì làm sao team mạnh lên dc"
2787,1,Kích Sty1e đi anh TK ơi.
2788,2,Thay mẹ ad vs mid phế vc
2789,1,thi đấu như ỉa vào mặt fans
2790,0,"rất buồn và thất vọng nhưng mà ko phải là lúc bi quan, hy vọng anh em cải thiện lại tình hình và comeback mạnh mẽ hơn vào mùa hè, GAMTIME"
2791,1,Thua là tại BHL nhé tuyển thủ cố gắng hết sức r! Nhiều tiền mà k có nổi cái bhl ra hồn toàn để mấy thằng ất ơ vào pan pic thua là đúng
2792,0,"đưa C7núi vào đánh thì may ra còn tấu hề, tạo tiếng cười cho người hâm mộ được"
2793,1,Back với lineup ngu đần này thì khỏi back
2794,0,"tội nhất vẫn là Kiaya, mong có nơi khác xứng đáng hơn với tài năng của anh"
2795,0,"Sao Levi ra quyết định sai lầm, làm đánh mất thế trận từ GG đến R7 mà ko ai chửi nhỉ
."
2796,0,playcool GAM cần con ahri của anhh
2797,0,"Chẳng biết nói gì cả , thực sự đáng thất vọng ko chỉ FAN GAM nói riêng mà cả VCS nói chung"
2798,0,"GAM nên cần 1 HLV ban pick tốt hơn, cấm chọn từ VCS đến MSI cũng toàn thua mà. Chứ cứ bảo bể tướng hẹp, tuyển thủ thì có con gì là không dùng được đâu. Với lại ban pick lại cứ rén sợ con đó ýt đánh nên không tin tay. Nên cải thiện. Cố gắng lên."
2799,0,Đầu mùa nghe talkshow hoàng luân với izumin . Izumin lặp đi lặp lại kiểu xây dựng team tới trình quốc tế này nọ . Nghe thì có vẻ chỉnh chu hoa mĩ. Xong ra quốc tế đánh thua cả thời 2017  . Xem mà cay vl
2800,1,Thằng ad giữ vị trí ngu hơn rank đồng hai đợt lính farm đc 3 con . Mid ăn hại 5 game 1 tướng. Lane chủ lực thua 3 level. Levi hết trận 5 đồng nguyên ấn lol. Mỗi top biết đánh.
2801,1,Quả nhanh như điện để chạy xong bỏ team là biết cook r 
2802,0,Thử hỏi team ngoài GAM ra thì VCS team nào hiện tại đủ sức ra TG!! khi cả VCS bắt đầu đi xuống còn khu vực khác thì đi lên + thêm ngoại binh hàn thải cũg đủ sức trên cơ VCS rồi
2803,1,Minh Quang have another oppertunity  clm
2804,0,năm trước đi seagame fam gà đông nam á lấy HCV nói đạo lý . đẩy SGB đi thế mạng năm nay trốn kiểu gì 
2805,1,"Mấy thg gam đần hành gà ở giải quốc nội thui, ra qte lộ nguyên hình bọn đần luôn"
2806,0,thua là tốt rồi
2807,1,T ns thật bọn mày nhường slot CKTG cho đội nào đó đi. Đi cktg mà đánh choke là nó tế bọn mày luôn
2808,2,"Gam có thằng ad đầu đất, ức chế vl."
2809,0,"Mới nhận combo áo, giờ chắc cất luôn chứ đem ra mặc cho ngta cắn xé mất, hy vọng có hoàn lại cho fan đội tuyển"
2810,2,Tao chỉ thấy SE con nay ra khỏi hang đông vkl
2811,1,"Đứa nào hôm trước bênh thằng ad thì lên tiếng nữa đi kìa. E qua tường chạy bỏ team, vào trận thì hụt 3 con lính đầu. Cười ỉa"
2812,0,về hành gà trong nước chứ ra thế giới lại hành thóc
2813,0,buồn gân đàm quá ...chưa kịp thì....đã phải cất r...
2814,0,ADC fam hụt 3 lính lv1
2815,0,"Mus nó: ""Gam đang đi học"". Đánh có thắng có thua, nên chờ Gam ở những giải đấu khác và tốt hơn"
2816,0,Thôiiiiii
2817,0,"Toàn hứa không mùa giải msi trước cũng hứa nhưng còn 1 số điểm sáng để hi vọng, giờ nhìn đợt này đi đu vô cái gì để hi vọng giờ.Ai am hiểu game chỉ cho tôi cái,cảm ơn nhiều"
2818,2,trước giờ chưa thấy thằng AD với Mid nào đi ra thế giới mà đánh ngu như thế này luôn. lần 2 cmnr ngu xong kêu tâm lý 
2819,0,Thua cả oai cạc mà vẫn xài cái văn ngạo nghễ 
2820,0,Hai ông nháy like là hai ông tạ nhất team
2821,0,Renn Gam cần anh 
2822,1,Thg ngu style cút là vừa r đỏ
2823,2,Nổi ô nhục của nền lmht việt nam thua ai ko thua mà lại đi Thua wild card nhục vl
2824,0,Kati đánh xong mặt vẫn còn tái méc ko còn 1 chút máu.
2825,1,"thua bình thường thì k đến nỗi . Thua do ngu thì chửi cũng đáng . Gam đánh rất mạnh , mạnh ai nấy đánh"
2826,1,Trở lại để ăn hại à. Tống cổ hết đi cái cánh dưới ăn hại của cm đi.
2827,0,"thay máu đội hình thôi các bạn ơi , cứ thế này chỉ có chơi với Lào , Campuchia thôi "
2828,0,Phần cấm chọn là đã thấy quá tệ hại rồi !!!! 3 game thằng mid đánh đúng 1 con không 1 tác dụng gì trong team ... rừng thì bị bắt bài từ đầu đến cuối đánh không khác gì tự vả vào mặt !!!
2829,0,"ván 1 với R7 ấy style tốc biến lên bắn top nó làm gì nhỉ, lại còn lướt lướt ra khỏi combat 3 đánh 1 lúc đấy mà còn ad sống là win game rồi. thằng Kati đi quả cổng thông đạo để chết vl thật"
2830,1,Team làm màu nhất VCS và thế giới
2831,0,Lúc nào anh Khánh ra đi để lại khoảng trống cho bảng lương thì GAM mới đủ tiền cho tuyển thủ khác chứ trả cho anh Khánh thì GAM trắng dái 
2832,1,Ăn Hại Time
2833,0,"vấn đề nằm ở bài, ở cách huấn luyện, hlv mà chỉ chăm chăm vào số liệu và tỉ lệ thắng của tướng, không có chút dấu ấn nào đặc biệt của hlv."
2834,1,"5 con
ngu, thôi làm miếng lót chân cũng okee"
2835,0,Optimus Gam cần anh
2836,0,có thể bạn đã biết
2837,0,Levi pick kindred đi rừng là để bù lại vai trò xạ thủ mất đi trong team
2838,0,"Thương Sang nhỏ quá. Cố lên nha em, thất bại này là lùi đ"
2839,0,lại để lấy đà bước xa hơn. A luôn tin tưởng một ngày nào đó em là một topland có số má ở thế giới chứ ko chỉ trong vcs. A luôn respect em
2840,0,thua kiểu này thì không dám bào chữa gì 
2841,0,"Ít ra Levi ván 2 còn trừng phạt và combat đẹp chứ Kati chả tác dụng gì, pha combat 3r cuối Kati không tham gia tele đến muộn còn E con đường băng giá không qua hang 3r"
2842,0,Sau mà đi world nữa nhờ sofm cố vấn cho GAM ơi
2843,0,xoa avatar thoi
2844,0,Thôi về đánh vs Campuchia cho nó xanh sao
2845,1,Giải tán đội tuyển đi plz
2846,0,K có thực lực sao phải buồn 
2847,0,NHÌN AD VỚI MID NGƯỜI TA MÀ HỌC.
2848,0,Gam cần cặp Bot lane mạnh hơn để ra quốc tế.
2849,2,Đánhh tệ vãi lol mid đù đù như thằng đần đánh không ra hồn 5 game cho 5 thằng gam đánh về thẩm du khỏi ngủ luôn
2850,0,Chỉ cần giữ Levi và Kiaya lại thì thay mid bot nào đánh cũng vô địch vcs
2851,1,"Này thì GAM sẽ vả GG, được đà thăng hoa gặt luôn BLG. Vừa hất cùn vừa dự đoán
làm cha làm má với lũ gà ở vcs nên ra thế giới chỉ biết gáy. Còn người ta là ngựa ô người ta đạp lên đầu, vả được cả LPL 1 ván"
2852,2,đéo
2853,2,Đéo
2854,2,ĐÉo và ĐÉO!!!!
2855,0,Cặp BOT của GAM là quá yếu. Ở VCS Jung Top gánh còng lưng thì ra thế giới lsao mà thở nổi
2856,0,"Hay lắm gam  1 kết quả tuyệt vời
1 nhà huyền nhân đã từng nói vcs thua khu vực lớn hơn wildcard nhưng qua kết quả này thì tui phải xem xét lại rồi ."
2857,1,Để cơ hội cho người khác thể hiện chứ yếu kém v chim cút
2858,1,5 thằng ngu
2859,0,"Tôi nhớ năm ngoái đi CKTG mid và ad gam cũng thua đường out trình rất nhiều, GAM cần một cách mạng, 1 cuộc thanh lọc ad và mid ad và mid cố tập luyện nhiều tướng cũng như tâm lý, nếu k làm đc thì thay luôn có hlv đích thực có tiếng nói chứ cứ để thế … "
2860,2,Đánh ngu trình kém thì bị chửi. Suốt ngày bài tâm lý. Sao đội khác đéo tâm lý như GAM. Luyện tập kém thái độ đéo chuyên nghiệp thì cút
2861,1,Levi < Sofm. Thôi nghỉ mẹ đi Khánh ơi.
2862,0,Thua Wilcard Time
2863,1,Thôi ông NRG ăn cục tạ rồi. Đầu tư kiểu này chỉ có mất tiền
2864,0,gam cần 1 hlv đúng nghĩa
2865,0,Gam cần em Huy
2866,1,Sao bọn mày đánh ngu thế gun đam
2867,1,Nếu có tự trọng thì tự cook dùm cái
2868,1,xem buồn cười vl như kiểu đồng đoàn gặp thách đấu
2869,0,ai ủng hộ vậy  tự an ủi hả 
2870,0,Cải tổ đi. Vua quốc nội để chi
2871,0,Fan chúng tôi cần là đi ra thế giới. Chứ vua vcs nhiều quá làm tuyển thủ trẻ k vương ra quốc tế đc
2872,1,qua ngu
2873,0,Mục tiêu top 4 
2874,0,LLA 1 năm về trc nè  tuyệt vời không
2875,0,GAM k có 1 hlv thật thụ rồi.
2876,0,Ban pick ở vcs có levi lo.
2877,0,Chứ ra ngoài msi thì làm gì có cửa.
2878,0,"cười giỡn ra vẻ tự tin cho lắm vào , xong ván 3 ko thấy cười giỡn nữa vậy "
2879,0,"Nguyễn Khắc Đồng t bảo gòi, đổi màu logo làm cái j"
2880,0,Bỏ theo dõi!
2881,2,T mệt mỏi với bọn fan Levi với câu của miệng Nai xừ vc
2882,0,"Hoàng Hà ad, ap, sp, tank, đấu sĩ "
2883,0,Không biết chơi game xin hãy disband
2884,0,Katy ra w còn non quá
2885,0,Thoi không sao đâu về nhà làm lại từ đầu
2886,0,Mid mới tập chơi thông cảm
2887,0,Thật tuyệt vời khi có thể thay mid với cặp bot là Gam có thể thắng rồi
2888,2,"thôi ông ơi , làm ơn trở lại với cái dàn HLV mới , mid mới , và cặp bot cái
đần ơi là đần , KATI M BIẾT CHƠI LIS KHÔNG  chơi game mà cứ tâm lí hoài thì nghỉ mẹ dùm cái"
2889,1,Kiaya và 4 cái mic+ 1 Analyst Pick láo
2890,2,style cứ bảo giao tiếp tốt nên giữ lại đánh ngu vcl. team cần 1 thằng call hay là đủ cần đell j nhiều cái mồm. bực dell thể ngủ nổi
2891,2,"Ban pick thì như db,đến tuyển thủ cũng như cc luôn,đánh mà lúc nào mid ,ad bị dẫn 23lv thì bố gánh"
2892,1,Vẫn gamtime  ngáo đét
2893,0,"Yes, gam có thể back nhưng thank you mid, sp, ad và hlv thì may ra, ra tg mới có cửa"
2894,0,Còn nhớ năm nào làm cho tụi NA các kiểu rén giờ đi lót đường
2895,1,thề out làng hay ao làng 
2896,0,; bớt làm truyền thông nổ đi để bọn tuyển thủ chơi gam đàng hoàng. Nhìn đánh chán. Niềm tự hào 2017 2018 mất rồi toàn bọn nói thì cả 1 tỷ mà làm bằng 1 gói mè.
2897,0,Mạnh mẽ lên GAM
2898,1,Thua cả lla má chán
2899,2,"Mày Cút Mẹ M ĐI TK NGuyen, nhảy vào GAM ko dám đầu tư cái gì cho đội, HLV SP ngon thì sa thải, AD thì ko dám tuyển hàng ngon, toàn làm truyền thông quảng cáo chứ chả đc cái cmg cho đội hình luôn, nhờ Kiaya Levi mới làm bố VCS đc chứ ra ngoài người ta vả cho đôm đốp"
2900,1,Nhiều thằng đần trong team cũng là 1 lợi thế đấy chứ.
2901,0,Thua sai thì sửa đỗ thừa tâm lý chiến thuật
2902,2,Đcm fan gam coi mấy pha tự hủy tức vcl
2903,0,"Ui là trời, SGB năm ngoái vào top 6 MSI, năm nay..."
2904,0,Ad . Của Gam . Sau mỗi trận em có hay nhìn lại những pha xử lý của em ko 
2905,1,Tụi m trở lại để đưa vcs về với wildcard hả. Chứ t thấy tụi m tế cái slot 2 của vcs cho khu vực khác rồi đó
2906,0,Đánh thua cả thằng hạng 2 VCS năm nào.
2907,2,Có HLV TÂM LÝ QUA DÔN MÀ NÓ NÁT tâm lý vcl
2908,0,"Hình ảnh Gam bị tụi R7 bóp chết
. Dậy thể hiện đi Gam ơi..."
2909,0,Trong Nhan Nguyen nạp tiền ủng hộ GAM thôi
2910,0,KHÔNG TÔN TRỌNG ĐỐI THỦ thì không bao giờ tiến bộ được đâu
2911,0,Lương Văn Phú Chỉ t cách thoát pressing cái 
2912,0,Vote kick style với kati nha anhem 
2913,1,Đánh Như mấy Thằng Đần 8k vàng cũng để Lật Rồi Thể Hiện Cho Khán Giả xem sự yếu Kém và Tức Giận vì 2 cặp Bo3 vừa qua à Tao nói thật VCS gộp đi chứ Riot Ưu Ái k đúng Nơi nữa rồi
2914,0,Nguyễn Đan Thanh bomman bình luật lofi cực chill 
2915,1,Văn Mạnh Gam cook
2916,0,Biết chơi game ko GAM Esports LoL
2917,1,Điều cần làm đầu tiên là cho cook hankay warzone các kiểu đi mấy thể loại này vô tác dụng lắm
2918,0,"Tặng GAM con 4 chữ ""Out trình toàn tập"""
2919,0,mua long bào ở đâu v ae
2920,1,Hankay đã chứng minh được rằng óc bò vẫn vô địch được VCS 
2921,0,GAM Esports LoL cố lên
2922,0,"Khôn nhà dại chợ đúng k nhỉ, đánh VCS với SE thì auto ban con xayah, ra gặp R7 2 game đầu con xayah nó đánh cháy vậy mà vẫn thả game 3 "
2923,1,"Về nước nhanh đi mấy cha nội, làm nhục mặt nước nhà quá, thua GG có thể chấp nhận được đằng này thua R7 1 cách bạc nhược thì khó ai mà tha thứ và chấp nhận cho những lời xin lỗi hay bào chữa ... Từ ban huấn luyện cho đến tuyển thủ ra nước ngoài chỉ để … "
2924,1,TRỜI ƠI QUỐC NHỤC QUỐC NHỤC QUỐC NHỤC QUỐC NHỤC QUỐC NHỤC QUỐC NHỤC QUỐC NHỤC QUỐC NHỤC QUỐC NHỤC QUỐC NHỤC QUỐC NHỤC QUỐC NHỤC QUỐC NHỤC QUỐC NHỤC QUỐC NHỤC QUỐC NHỤC QUỐC NHỤC QUỐC NHỤC QUỐC NHỤC QUỐC NHỤC QUỐC NHỤC QUỐC NHỤC QUỐC NHỤC
2925,0,Đắc Lộc m Fan Gam hay SE 
2926,0,Phan Hoàng Mỹ đỉnh
2927,0,Thay máu thôi
2928,0,Alo
2929,2,Đẹp cái cc dẹp mẹ team đi
2930,0,Về nước chuẩn bị cho mùa hè thoii
2931,0,nói không nhục thì nói dối 
2932,0,"Biết điều gì đáng sợ hơn anti fan ko Đó là bị fan quay lưng. Khi bạn ra thế giới, bạn đánh cho bộ mặt cả khu vực, bạn đánh cho cả ước mơ của những người ko có cơ hội được đi như bạn, cuối cùng thì bạn đánh gì Bạn ĐÁNH MẤT tất cả. R7 ko thắng, GAM tự thua."
2933,0,Thua wildcard
2934,0,Vô địch sea game mà
2935,2,"Khu vực VCS là khu vực dbrr, 1 khu vực toàn những thằng ngu đại diện ra thế giới rồi đội quần đi về mõm thì đòi vào top 4 msi cười ỉa , nói chung khu vực VCS chỉ là cái giải để kiếm vé đi du lịch chứ đánh đấm con mẹ giải thể hết mẹ đi nhục nhã vcl"
2936,0,Ai tự hào chứ tui k tự hào. Đánh k tự tin . ad thua thằng Sayder .Thằng ad này đánh toàn. thua lane Sayder s mà ra thế gioi dc
2937,2,"trách GAM Ủa alo. Họ mạnh nhất VCS rồi,họ cũng cố gắng hết sức rồi,đã thua thì tìm đâu mà chẳng ra lỗi. Cái gì cơ ,nói để cho mà rút kinh nghiệm á ! Mẹ nghe mà cười ỉa. Đéo thấy thằng nào mở mồm động viên được câu toàn thấy HLV online. ""GAM 2017"" bố … "
2938,0,Kiaya như ngài Morgan bên BRO vậy.
2939,0,Thui ko j buồn style trận này tuy có nhìu pha lỗi nhưng đánh đã tốt hơn tr cố gắng hè ta làm lại
2940,2,Line-up này muốn thống trị VCS và có thành tích tốt thì nên thay thằng Style đi! AD nhưng k chơi đc Aphe thì no hope! Đánh VCS đã gà ra TG gặp wc đi lane còn đ lại
2941,0,"Câu nói bất hủ ngày ấy lại vang lên
."
2942,2,Đánh như vậy có cl tao tin
2943,1,"Biết nhục thì nên làm cái gì đó đi ,"
2944,0,"Mua ngoại binh đê
"
2945,1,Ra đấu trường thế giới đem theo thằng ad rank kc . Nuôi cho xanh xong combat bấm r chạy . Coi tức vcl
2946,0,"Gam ơi đừng buồn
cố lên"
2947,0,Vcs bây h chắc thua cả pcs rồi …
2948,0,tội cho kiaya thôi
2949,0,gánh cồng lưng
2950,0,nên xem lại ban HLV với cặp mid bot đi là vừa … 
2951,1,Nhuc nha
2952,0,sắp có cái xe tải tới nhà chưa
2953,0,Mấy h GAM với DFM đánh vậy mọi người
2954,0, thua cả Willcard thì đủ hiểu cái trình độ VCS ở đâu rồi
2955,0,c7n gam cần anh
2956,0,"kati bị tâm lý nặng rồi,"
2957,0,"Cường 7 núi gam cầ... À mà thôi cần chi nữa,đánh như đá công sức anh vậy mà"
2958,1,Bao giờ style nghỉ game vậy  Đánh ngu quá là nguu .
2959,2,"Z mới thấy cái vcs nó tệ ntn, đến gân đàm ra quốc tế còn bị vả sml như z thì cái vcs hiện tại nó nát vcl rồi."
2960,1,Xin lỗi cũng phải tiếng anh cho thượng đẳng. Mãi mãi là ở ao làng
2961,0,"Cái đường mid gãy thì 2 đường kia hơi đuối,do khoảng cách lính di chuyển từ mid bên đây qua mid bên kia là gần hơn so với đường di chuyển của top bot. Kati gãy thì team thua"
2962,0,"Còn ai so sánh Sofm với Lì Vai nữa k
cả MSI ăn đc mấy con rồng nhỉ"
2963,0,Top 1msi từ dưới lên
2964,1,Mấy thằng vào khịa hay chửi thì t chắc 100% fan se con rồi 
2965,1,Đánh mang nhục về nước nhà chứ này đi để người ta đè đầu cưỡi cổ lane nào cũng nát được mỗi top đánh ổn thì team này vứt đi được rồi
2966,2,Kiaya và 4 thằng đần mang nhục về cho Việt Nam. Đánh bẩn mắt vc
2967,0,tôi không hiểu
2968,1,Thôi bỏ đi thay mid ad giùm cái không thì ra thế giới lót đường quốc nhục tiếp
2969,2,Bán thg ad gam mua thg khác dc k  Chứ ad dell j đi lane đã thua vô combat còn éo bt bắn thì đi ad làm mẹ j  Đánh bao mùa vẫn non
2970,0,"Bỏ tiền vé VIP vào đúng xem R7 nó bón hành vc
Hôm qua có đứa cũng tiếc và nói nhu vậy thì bị chửi trình GAM mà thua bọn R7 này à … và đúng là cái kết . Mua vé thường dc rồi"
2971,0,tự hào gì ông hiểu gì về game ko mà tự hào
2972,2,Óc chó gân đàm
2973,1,ê cái lũ ngu tụi mày cuối cùng cũng biến khỏi msi r à
2974,2,nói ko phải khen Gam chứ ráng giữ thằng ocschos style lại. để nó sang đội khác lại khổ ngta. đã dốt còn tự ái cao đúng ad hôi cup 
2975,2,Hỗ cái quần què gỉa tiền vé cho fan như Tot đần làm đi . Đánh thế cũng mở party thủ dâm cho fan xem phim sếch khổ dâm à
2976,1,Gam 2017 đưa VCS ra khỏi WC & Gam 2023 đưa ta về dưới đáy WC .
2977,1,Oke với phong độ của gam thì chắc chỉ top đáy tại LLA
2978,0,HLV quá tệ thật sự quá tệ @@ hồi đó tưởng Phong gió yếu ai ngờ thấy HLV VCS phèn quá @@
2979,0,Đại diện VCS SGB hủy diệt nhà vô địch LLA AZE
2980,0,SGB đã khẳng định vị thế của Việt Nam. 𝗩𝗖𝗦 >> 𝗪𝗶𝗹𝗱𝗰𝗮𝗿𝗱𝘀!
2981,0,"Đây mới chỉ là seed 2 của VCS, tưởng tượng nếu chúng ta để GAM tham dự!"
2982,1,"Gam đã làm hết sức rồi. Anti có giỏi vào mà đánh. 5 thành viên đánh không hề kém, họ chỉ ngu thôi."
2983,2,quốc nhục vãi lồ.n cút mẹ mày đi mấy thằng ngu Bảo Nhân Tan Tan
2984,1,Thằng chột về làm vua xứ mù thôi
2985,0,"Tao nghe cái gì mà hết game 2 Sao Sao Sao. Rồi thần rừng Lệ Vi,rồi Levi > Sofm  đến game 3 cười gần chết"
2986,0,"cái bh cần là đứng ra xin lỗi và nêu lên những sai lầm đã phạm phải, ai sai phạm đứng ra phát biểu, tập cái việc sai phải đứng ra nhận trách nhiệm như những đội khác đi chứ, viết mấy cái lời vô nghĩa này làm cái j, núp sau những cái lời nghe ngứa tai n… "
2987,0,Ếch ngồi đáy giếng
2988,0,Vâng ạ
2989,0,Mua GAM Glory
2990,2,Thg ranh con style óc vật múa clmm đi
2991,1,Tài năng thì k bằng ai cắn may đc gánh cho atsm
2992,2,Time ăn đb ăn cứt ăn mả clmm chứ gam cc … 
2993,0,"Sau msi này vcs có thêm ngài Kati, ngài là nhân tố rất quan trọng góp phần cho khu vực vcs xuống đáy của xã hội"
2994,0,Thay sp mid đi 
2995,0,Còn Levi thì còn bị vụt dài dài ở quốc tế 
2996,2,địt mẹ mày luôn mấy thằng ngu gam bọn mày làm xấu mặt vcs đạp đổ công sức của optimus 1 sự nhục nhã k thể chấp nhận được lo mà soạn văn xin lỗi cho cẩn thận vào
2997,2,Đánh như đầu bùi màu mè là giỏi
2998,0,"Nói chung là phong độ tệ hại thật k phải đùa. Fan GAM mấy năm r cũng có lúc thăng lúc trầm , thua FL 2 trận chung kết cũng buồn nhưng k buồn như bây giờ."
2999,0,Nói lại bảo so sánh nhưng trình GAM out cả cái VCS nhưng ra thế giới đánh lại k bằng 1 góc tụi nhỏ… 
3000,0,g làm meme tự khịa đội tuyển giống bên SE may ra gỡ đc nhiều thứ
3001,0,Chuyến này thua cả Wild Card thì chịu
3002,2,Hihi Cay k mấy con chó Gam Con : 
3003,0,Gọi tk vô đây 
3004,2,"Đéo có câu xin lỗi cộng đồng thì chịu. Thua cả bọn WC thì chịu hẳn. Thắng hết VCS vì VCS nó quăng game cho thắng chứ đánh thế thua 1-2k tiền ở MSI đéo lật nổi
. Thua cả WC ôi má ơi. QUỐC NHỤC"
